Simulation 01/10/1999 18:25:55 - 30/09/2010 02:25:55,,,,,,,,,,,,,,,,,,,,,,,
,basin01_01 - SWE (m),basin01_02 - SWE (m),basin02_02 - SWE (m),basin01_03 - SWE (m),basin01_04 - SWE (m),basin01_05 - SWE (m),basin01_06 - SWE (m),basin01_07 - SWE (m),basin01_08 - SWE (m),basin04_02 - SWE (m),basin02_04 - SWE (m),basin02_05 - SWE (m),basin02_06 - SWE (m),basin02_03 - SWE (m),basin03_03 - SWE (m),basin04_03 - SWE (m),basin03_04 - SWE (m),basin03_05 - SWE (m),basin03_06 - SWE (m),basin03_07 - SWE (m),basin04_04 - SWE (m),basin04_05 - SWE (m),basin04_06 - SWE (m)
2000-01-16,0.25,0.27,0.28,0.29,0.29,0.30,0.31,0.32,0.32,0.27,0.31,0.32,0.34,0.30,0.27,0.30,0.27,0.27,0.31,0.34,0.30,0.29,0.35
2000-01-17,0.25,0.27,0.28,0.29,0.29,0.30,0.31,0.32,0.33,0.27,0.31,0.32,0.34,0.30,0.27,0.30,0.27,0.27,0.31,0.34,0.30,0.29,0.35
2000-01-18,0.26,0.27,0.29,0.29,0.30,0.31,0.31,0.32,0.33,0.27,0.31,0.32,0.35,0.30,0.27,0.30,0.27,0.27,0.31,0.35,0.31,0.29,0.35
2000-01-19,0.26,0.27,0.29,0.29,0.30,0.31,0.31,0.32,0.33,0.27,0.31,0.33,0.35,0.30,0.27,0.30,0.27,0.27,0.31,0.35,0.31,0.29,0.36
2000-01-20,0.26,0.27,0.29,0.29,0.30,0.31,0.31,0.32,0.33,0.27,0.31,0.33,0.35,0.30,0.27,0.30,0.27,0.28,0.31,0.35,0.31,0.29,0.36
2000-01-21,0.26,0.27,0.29,0.29,0.30,0.31,0.31,0.32,0.33,0.27,0.31,0.33,0.35,0.30,0.27,0.30,0.27,0.28,0.31,0.35,0.31,0.29,0.36
2000-01-22,0.26,0.27,0.29,0.29,0.30,0.31,0.31,0.32,0.33,0.27,0.31,0.33,0.35,0.30,0.27,0.30,0.27,0.28,0.31,0.35,0.31,0.29,0.36
2000-01-23,0.26,0.27,0.29,0.29,0.30,0.31,0.31,0.32,0.33,0.27,0.31,0.33,0.35,0.30,0.27,0.30,0.27,0.28,0.31,0.35,0.31,0.29,0.36
2000-01-24,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.33,0.27,0.31,0.33,0.35,0.30,0.27,0.31,0.27,0.28,0.31,0.35,0.31,0.29,0.36
2000-01-25,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.33,0.27,0.31,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.31,0.35,0.31,0.29,0.36
2000-01-26,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.33,0.27,0.31,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.31,0.35,0.31,0.29,0.36
2000-01-27,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.33,0.27,0.31,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.31,0.35,0.31,0.29,0.36
2000-01-28,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.33,0.27,0.31,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.31,0.35,0.31,0.29,0.36
2000-01-29,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.33,0.27,0.31,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.35,0.31,0.29,0.36
2000-01-30,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.33,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.35,0.31,0.29,0.37
2000-01-31,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-01,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-02,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-03,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-04,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-05,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-06,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-07,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-08,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-09,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-10,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-11,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-12,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-13,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-14,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-15,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-16,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-17,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-18,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-19,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-20,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-21,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-22,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-23,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-24,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-25,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-26,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-27,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-28,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-02-29,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.32,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.37
2000-03-01,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-02,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.33,0.36,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-03,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-04,0.26,0.27,0.29,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-05,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.27,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-06,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-07,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-08,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-09,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-10,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-11,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-12,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-13,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-14,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-15,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-16,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-17,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-18,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-19,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-20,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-21,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-22,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-23,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-24,0.26,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-25,0.25,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-26,0.25,0.27,0.30,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-27,0.25,0.25,0.25,0.29,0.30,0.31,0.32,0.33,0.34,0.27,0.32,0.34,0.37,0.31,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.38
2000-03-28,0.25,0.25,0.25,0.25,0.30,0.31,0.32,0.33,0.34,0.25,0.32,0.34,0.37,0.30,0.27,0.31,0.28,0.28,0.32,0.36,0.32,0.30,0.39
2000-03-29,0.25,0.25,0.25,0.25,0.30,0.31,0.32,0.33,0.34,0.25,0.32,0.34,0.37,0.25,0.25,0.30,0.28,0.28,0.33,0.37,0.33,0.30,0.39
2000-03-30,0.25,0.25,0.25,0.25,0.30,0.31,0.32,0.33,0.34,0.25,0.33,0.34,0.38,0.25,0.25,0.25,0.28,0.28,0.33,0.37,0.33,0.30,0.39
2000-03-31,0.25,0.25,0.25,0.25,0.30,0.31,0.32,0.33,0.34,0.25,0.33,0.35,0.38,0.25,0.25,0.25,0.28,0.28,0.33,0.37,0.33,0.31,0.40
2000-04-01,0.25,0.25,0.25,0.25,0.30,0.32,0.33,0.33,0.34,0.25,0.33,0.35,0.38,0.25,0.25,0.25,0.28,0.28,0.33,0.37,0.33,0.31,0.40
2000-04-02,0.25,0.25,0.25,0.25,0.30,0.32,0.33,0.33,0.34,0.25,0.33,0.35,0.38,0.25,0.25,0.25,0.28,0.28,0.33,0.37,0.33,0.31,0.40
2000-04-03,0.25,0.25,0.25,0.26,0.31,0.32,0.33,0.34,0.35,0.25,0.33,0.35,0.39,0.26,0.25,0.26,0.28,0.28,0.33,0.37,0.33,0.31,0.40
2000-04-04,0.25,0.26,0.26,0.27,0.32,0.33,0.35,0.35,0.37,0.25,0.34,0.36,0.40,0.26,0.25,0.26,0.28,0.29,0.34,0.38,0.34,0.31,0.41
2000-04-05,0.25,0.26,0.26,0.27,0.32,0.34,0.35,0.36,0.37,0.26,0.34,0.36,0.40,0.26,0.25,0.26,0.28,0.29,0.34,0.38,0.34,0.31,0.41
2000-04-06,0.25,0.26,0.26,0.27,0.32,0.34,0.35,0.36,0.37,0.26,0.34,0.36,0.40,0.26,0.26,0.26,0.28,0.29,0.34,0.38,0.34,0.31,0.42
2000-04-07,0.25,0.27,0.26,0.27,0.33,0.34,0.35,0.36,0.37,0.26,0.34,0.36,0.40,0.27,0.26,0.27,0.28,0.29,0.34,0.38,0.34,0.31,0.42
2000-04-08,0.25,0.27,0.27,0.27,0.33,0.34,0.35,0.36,0.37,0.26,0.34,0.36,0.40,0.27,0.26,0.27,0.28,0.29,0.34,0.39,0.34,0.31,0.42
2000-04-09,0.25,0.27,0.27,0.27,0.33,0.34,0.35,0.36,0.37,0.26,0.34,0.36,0.40,0.27,0.26,0.27,0.28,0.29,0.34,0.39,0.34,0.31,0.42
2000-04-10,0.25,0.27,0.27,0.27,0.33,0.34,0.35,0.36,0.37,0.26,0.34,0.36,0.40,0.27,0.26,0.27,0.28,0.29,0.34,0.39,0.34,0.31,0.42
2000-04-11,0.25,0.25,0.27,0.27,0.33,0.34,0.35,0.36,0.37,0.26,0.34,0.36,0.40,0.27,0.26,0.27,0.28,0.29,0.34,0.39,0.34,0.31,0.42
2000-04-12,0.25,0.25,0.27,0.27,0.33,0.34,0.35,0.36,0.37,0.26,0.34,0.36,0.40,0.27,0.26,0.27,0.28,0.29,0.34,0.39,0.34,0.31,0.42
2000-04-13,0.25,0.25,0.25,0.27,0.33,0.34,0.36,0.37,0.38,0.26,0.35,0.37,0.41,0.27,0.26,0.27,0.28,0.29,0.34,0.39,0.34,0.31,0.42
2000-04-14,0.25,0.25,0.25,0.28,0.33,0.35,0.37,0.38,0.39,0.26,0.35,0.37,0.41,0.27,0.26,0.27,0.28,0.29,0.35,0.39,0.35,0.32,0.43
2000-04-15,0.25,0.25,0.25,0.28,0.33,0.35,0.37,0.38,0.39,0.26,0.35,0.37,0.41,0.27,0.26,0.27,0.28,0.29,0.35,0.39,0.35,0.32,0.43
2000-04-16,0.25,0.25,0.25,0.28,0.34,0.35,0.37,0.38,0.39,0.26,0.35,0.37,0.41,0.27,0.26,0.27,0.28,0.29,0.35,0.39,0.35,0.32,0.43
2000-04-17,0.25,0.25,0.25,0.28,0.34,0.35,0.37,0.38,0.39,0.26,0.35,0.37,0.42,0.27,0.26,0.27,0.28,0.29,0.35,0.39,0.35,0.32,0.43
2000-04-18,0.25,0.25,0.25,0.28,0.34,0.35,0.37,0.38,0.39,0.26,0.35,0.37,0.42,0.27,0.26,0.27,0.28,0.29,0.35,0.39,0.35,0.32,0.43
2000-04-19,0.25,0.25,0.25,0.28,0.34,0.35,0.37,0.38,0.39,0.26,0.35,0.38,0.42,0.27,0.26,0.27,0.29,0.29,0.35,0.39,0.35,0.32,0.43
2000-04-20,0.25,0.25,0.25,0.28,0.34,0.35,0.37,0.38,0.39,0.26,0.35,0.38,0.42,0.27,0.26,0.27,0.29,0.29,0.35,0.40,0.35,0.32,0.43
2000-04-21,0.25,0.25,0.25,0.28,0.34,0.35,0.37,0.38,0.39,0.26,0.35,0.38,0.42,0.27,0.26,0.27,0.29,0.29,0.35,0.40,0.35,0.32,0.43
2000-04-22,0.25,0.25,0.25,0.28,0.34,0.35,0.37,0.38,0.39,0.26,0.35,0.38,0.42,0.28,0.26,0.27,0.29,0.29,0.35,0.40,0.35,0.32,0.43
2000-04-23,0.25,0.25,0.25,0.28,0.34,0.35,0.37,0.38,0.39,0.26,0.35,0.38,0.42,0.28,0.26,0.27,0.29,0.29,0.35,0.40,0.35,0.32,0.43
2000-04-24,0.25,0.25,0.25,0.28,0.34,0.35,0.37,0.38,0.39,0.26,0.35,0.38,0.42,0.28,0.26,0.27,0.29,0.29,0.35,0.40,0.35,0.32,0.43
2000-04-25,0.25,0.25,0.25,0.28,0.34,0.36,0.37,0.38,0.39,0.26,0.35,0.38,0.42,0.28,0.26,0.27,0.29,0.29,0.35,0.40,0.35,0.32,0.43
2000-04-26,0.25,0.25,0.25,0.25,0.34,0.36,0.37,0.38,0.39,0.25,0.35,0.38,0.42,0.28,0.26,0.27,0.29,0.29,0.35,0.40,0.35,0.32,0.43
2000-04-27,0.25,0.25,0.25,0.25,0.34,0.36,0.37,0.38,0.40,0.25,0.36,0.38,0.42,0.27,0.26,0.28,0.29,0.29,0.35,0.40,0.35,0.32,0.43
2000-04-28,0.25,0.25,0.25,0.25,0.34,0.36,0.38,0.39,0.40,0.25,0.36,0.38,0.43,0.25,0.26,0.28,0.29,0.29,0.36,0.40,0.36,0.32,0.44
2000-04-29,0.25,0.25,0.25,0.25,0.34,0.36,0.38,0.39,0.40,0.25,0.36,0.38,0.43,0.25,0.26,0.28,0.29,0.29,0.36,0.40,0.36,0.32,0.44
2000-04-30,0.25,0.25,0.25,0.25,0.34,0.36,0.38,0.39,0.40,0.25,0.36,0.38,0.43,0.25,0.26,0.28,0.29,0.29,0.36,0.40,0.36,0.32,0.44
2000-05-01,0.25,0.25,0.25,0.25,0.34,0.36,0.38,0.39,0.40,0.25,0.36,0.38,0.43,0.25,0.26,0.28,0.29,0.29,0.36,0.40,0.36,0.32,0.44
2000-05-02,0.25,0.25,0.25,0.25,0.32,0.36,0.38,0.39,0.40,0.25,0.36,0.38,0.43,0.25,0.25,0.27,0.29,0.29,0.36,0.40,0.36,0.32,0.44
2000-05-03,0.25,0.25,0.25,0.25,0.25,0.36,0.38,0.39,0.40,0.25,0.35,0.39,0.43,0.25,0.25,0.25,0.29,0.29,0.36,0.41,0.36,0.32,0.44
2000-05-04,0.25,0.25,0.25,0.25,0.25,0.36,0.38,0.39,0.41,0.25,0.35,0.39,0.43,0.25,0.25,0.25,0.29,0.29,0.36,0.41,0.36,0.32,0.45
2000-05-05,0.25,0.25,0.25,0.25,0.25,0.36,0.38,0.39,0.41,0.25,0.35,0.39,0.43,0.25,0.25,0.25,0.29,0.29,0.36,0.41,0.36,0.32,0.45
2000-05-06,0.25,0.25,0.25,0.25,0.25,0.36,0.38,0.39,0.41,0.25,0.35,0.39,0.43,0.25,0.25,0.25,0.29,0.29,0.36,0.41,0.36,0.32,0.45
2000-05-07,0.25,0.25,0.25,0.25,0.25,0.36,0.38,0.39,0.41,0.25,0.35,0.39,0.43,0.25,0.25,0.25,0.29,0.29,0.36,0.41,0.36,0.32,0.45
2000-05-08,0.25,0.25,0.25,0.25,0.25,0.36,0.38,0.39,0.41,0.25,0.35,0.39,0.43,0.25,0.25,0.25,0.29,0.29,0.36,0.41,0.36,0.32,0.45
2000-05-09,0.25,0.25,0.25,0.25,0.25,0.36,0.38,0.39,0.41,0.25,0.34,0.39,0.43,0.25,0.25,0.25,0.25,0.29,0.36,0.41,0.36,0.32,0.45
2000-05-10,0.25,0.25,0.25,0.25,0.25,0.36,0.38,0.39,0.41,0.25,0.33,0.39,0.43,0.25,0.25,0.25,0.25,0.29,0.36,0.41,0.36,0.32,0.45
2000-05-11,0.25,0.25,0.25,0.25,0.25,0.36,0.38,0.39,0.41,0.25,0.25,0.39,0.43,0.25,0.25,0.25,0.25,0.29,0.36,0.41,0.36,0.32,0.45
2000-05-12,0.25,0.25,0.25,0.25,0.25,0.36,0.38,0.39,0.41,0.25,0.25,0.39,0.43,0.25,0.25,0.25,0.25,0.29,0.36,0.41,0.36,0.32,0.45
2000-05-13,0.25,0.25,0.25,0.25,0.25,0.36,0.38,0.39,0.41,0.25,0.25,0.39,0.43,0.25,0.25,0.25,0.25,0.29,0.36,0.41,0.36,0.33,0.45
2000-05-14,0.25,0.25,0.25,0.25,0.25,0.36,0.38,0.39,0.41,0.25,0.25,0.39,0.43,0.25,0.25,0.25,0.25,0.29,0.36,0.41,0.36,0.33,0.45
2000-05-15,0.25,0.25,0.25,0.25,0.25,0.36,0.38,0.39,0.41,0.25,0.25,0.39,0.43,0.25,0.25,0.25,0.25,0.29,0.36,0.41,0.36,0.33,0.45
2000-05-16,0.25,0.25,0.25,0.25,0.25,0.36,0.38,0.39,0.41,0.25,0.25,0.39,0.43,0.25,0.25,0.25,0.25,0.29,0.36,0.41,0.36,0.33,0.45
2000-05-17,0.25,0.25,0.25,0.25,0.25,0.36,0.38,0.39,0.41,0.25,0.25,0.39,0.43,0.25,0.25,0.25,0.25,0.29,0.36,0.41,0.36,0.33,0.45
2000-05-18,0.25,0.25,0.25,0.25,0.25,0.33,0.38,0.39,0.41,0.25,0.25,0.39,0.43,0.25,0.25,0.25,0.25,0.29,0.36,0.41,0.35,0.33,0.45
2000-05-19,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.39,0.41,0.25,0.25,0.38,0.43,0.25,0.25,0.25,0.25,0.29,0.36,0.41,0.31,0.33,0.45
2000-05-20,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.39,0.41,0.25,0.25,0.38,0.43,0.25,0.25,0.25,0.25,0.29,0.36,0.41,0.31,0.33,0.45
2000-05-21,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.39,0.41,0.25,0.25,0.38,0.43,0.25,0.25,0.25,0.25,0.29,0.36,0.41,0.31,0.33,0.45
2000-05-22,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.39,0.41,0.25,0.25,0.39,0.43,0.25,0.25,0.25,0.25,0.30,0.36,0.41,0.25,0.33,0.45
2000-05-23,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.39,0.41,0.25,0.25,0.39,0.44,0.25,0.25,0.25,0.25,0.30,0.37,0.42,0.25,0.33,0.45
2000-05-24,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.39,0.41,0.25,0.25,0.39,0.44,0.25,0.25,0.25,0.25,0.30,0.37,0.42,0.25,0.33,0.45
2000-05-25,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.39,0.41,0.25,0.25,0.39,0.44,0.25,0.25,0.25,0.25,0.30,0.37,0.42,0.25,0.33,0.45
2000-05-26,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.39,0.41,0.25,0.25,0.39,0.44,0.25,0.25,0.25,0.25,0.30,0.37,0.42,0.25,0.33,0.45
2000-05-27,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.39,0.41,0.25,0.25,0.39,0.44,0.25,0.25,0.25,0.25,0.30,0.37,0.42,0.25,0.33,0.45
2000-05-28,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.39,0.41,0.25,0.25,0.39,0.44,0.25,0.25,0.25,0.25,0.30,0.37,0.42,0.25,0.33,0.45
2000-05-29,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.39,0.41,0.25,0.25,0.39,0.44,0.25,0.25,0.25,0.25,0.30,0.37,0.42,0.25,0.33,0.46
2000-05-30,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.39,0.41,0.25,0.25,0.39,0.44,0.25,0.25,0.25,0.25,0.30,0.37,0.42,0.25,0.33,0.46
2000-05-31,0.25,0.25,0.25,0.25,0.25,0.25,0.38,0.40,0.41,0.25,0.25,0.39,0.44,0.25,0.25,0.25,0.25,0.30,0.37,0.42,0.25,0.33,0.46
